scan_id,original_shape_Sphericity,original_shape_SurfaceVolumeRatio,original_shape_Maximum3DDiameter,original_glcm_Contrast,original_glcm_Correlation,original_glcm_Idm,original_glszm_SmallAreaEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_ZonePercentage,original_glrlm_ShortRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_RunPercentage
dc919195be21,0.4780234535650142,2.608059508667201,84.12545737699106,5.674744926176881,-0.20842168522025992,0.34354177393209534,0.6043267973856209,5.541176470588235,0.5279503105590062,0.9656083860287106,1.1584000806467696,0.9569995222169135
28b794412379,0.5116138257392607,1.2316058783442734,34.18583248332743,28.18230701683546,-0.0025194884374513285,0.24246067855129658,0.5663162055873343,20.208133971291865,0.34746467165419787,0.952092228300108,1.330110658974628,0.9278086834196559
b10da951f7fe,0.546981339072551,1.706054698221568,37.58685990484046,30.364276864242548,0.342655109129896,0.22322432213031743,0.6927986534119821,4.486274509803922,0.5848623853211009,0.9728728912098324,1.1387222186797323,0.9624206069160199
545cbd41cd62,0.8654111502164863,2.513220646155414,3.8154295625239936,9.514819245082403,0.45400458229778584,0.29717778179852483,0.6046006944444444,3.5625,0.5925925925925926,0.919330808080808,1.3731818181818183,0.8981481481481481
2494e8a61b15,0.521286868227932,2.1643316926945193,78.03334623736188,10.754775843409941,0.7626935814303281,0.2950449300730049,0.7021762589928058,3.028776978417266,0.6525821596244131,0.9267387411874498,1.3313917535228368,0.9061032863849765
a5cd12b349c2,0.47257626558729543,2.464027201551142,28.873105998489322,34.64038634213831,-0.3716775972401494,0.15375405385221236,0.5750185238414613,5.401408450704225,0.5126353790613718,0.9680759798876328,1.1588324465231126,0.958622604831991
7c0fe137a8fb,0.3358147528279555,2.727997395788322,84.89367847789265,29.427224243839856,0.539979164681948,0.27979128436161427,0.6813496087868866,6.4817073170731705,0.5521885521885522,0.9682330327142453,1.1699614967652177,0.9560994560994561
564a8f856834,0.4677642995589165,2.106351719602521,85.3470786865727,69.61654404868605,0.15843383388298252,0.18485995667939573,0.7087264394293872,3.5925925925925926,0.6237623762376238,0.9750532534377989,1.1179280224495036,0.9664889565879666
7d1f96639e80,0.4166925072711786,2.2413062271883857,87.98127824864575,44.29831040436724,0.43828933103168044,0.2434614684717498,0.6378180103852804,4.735159817351598,0.5516372795969773,0.9677068714270043,1.1456173668931247,0.9579538849060261
153f6c6f2783,0.29405900623161246,1.2067514331267357,117.47670667552833,218.68847362939263,0.3749073380446415,0.154442482106313,0.7491133059138009,4.546019900497512,0.6205299717005403,0.97425744263925,1.1276466915869625,0.9642001939403535
0a9aaf8016e5,0.439467348667281,1.7778262100793292,38.04783430515461,64.98620225266876,0.2697932728637019,0.20287922021889024,0.723949790719977,3.766798418972332,0.6309226932668329,0.976393679145141,1.1104988012956072,0.9681565317475543
eb8d7ab4373a,0.8037665124884844,2.2877506574749824,5.150282116912535,4.344980801240299,0.4866142918641633,0.39664929825323053,0.6070086248785227,6.464285714285714,0.49122807017543857,0.9058000920433196,1.7959230011474592,0.8596491228070176
ec2d8d2e430d,0.734371879737577,2.1014388522537466,6.798531586915019,10.870966895630655,0.08151486028790259,0.2904466247396593,0.5751564319421462,11.35135135135135,0.42045454545454547,0.9553806766133662,1.2174690035908768,0.9423076923076922
aa30c85e60b1,0.44799043778594494,2.314604112272551,104.05862601002728,10.832541964456858,0.6896965679354444,0.3194220742663806,0.7548072481083233,3.367741935483871,0.6623931623931624,0.9244675960128422,1.3611482233141587,0.9006410256410257
